key,0,1,2,3,4,5,6,7,8
240,"歐米茄",0,"0",0,0,1,0,0,"從外星飛來的自我進化型自律兵器。在與強敵戰鬥中不斷積累戰鬥數據，有著利用數據進行自我強化、擴充兵裝的功能。據記載古代亞拉戈帝國通過研究這個墜落的兵器，在技術方面得到了飛躍般的提升。"
241,"塔塔露·塔露（紅蓮）",0,"0",0,0,1,0,0,"「就交給我塔塔露來負責收集情報吧！<hex:02100103>我得活用在伊修加德積累的經驗！」<hex:02100103>拂曉血盟接待員：塔塔露·塔露"
242,"矮儒",0,"0",0,0,1,0,0,"在妖異十二階中位居第四的高級妖異。在鍛冶和雕金上有著十分深厚的知識，在虛無界中也憑藉出色的工匠技術聲名遠揚。妖異們所使用的武器有很多都是矮儒一族製作的。"
243,"艾吉卡·岑吉卡",0,"0",0,0,1,0,0,"「所以我就說艾歐澤亞的野蠻人是……<hex:02100103>別管那麼多了快帶我去那座島！」<hex:02100103>巴爾德西昂委員會：艾吉卡·岑吉卡"
244,"普羅米修斯",0,"0",0,0,1,0,0,"加雷馬帝國軍開發的魔導兵器。原本是設計成用來破壞城牆的攻城兵器的，後來其挖掘能力被發掘，最終被用來挖基姆利特暗區的戰壕和迎擊敵軍。"
245,"起源守望者",0,"0",0,0,1,0,0,"在豐水地帶被發現的水晶龍。外形與高級龍族相似，生物種類則和泛光晶體之類的聚集了環境乙太的魔法生物相同。推測其外形為擬態。"
246,"青龍",0,"0",0,0,1,0,0,"「因此我立下了誓言。<hex:02100103>總有一天我要變得比典膳還要強大，<hex:02100103>守護他想要守護的事物。」<hex:02100103>四聖獸：青龍"
247,"阿爾法",0,"0",0,0,1,0,0,"「咕哎……咕哎！」<hex:02100103>加隆德煉鐵廠新人員工"
248,"金鯰大王",0,"0",0,0,1,0,0,"金色的鯰魚精族。金色的鯰魚精人偶被人們當成吉祥物而被近東地域的人所追捧，於是一隻鯰魚精為了過上不用工作的生活遠航拉札罕。他用煉金藥將自己變成了金色並自稱福神，成功獲得了寶物殿守護神的地位。"
249,"吉爾伽美什（紅蓮）",0,"0",0,0,1,0,0,"「為了再次挑戰冒險者，力量和名刀很重要吧？<hex:02100103>所以我就漫遊諸國，一邊修行一邊收集武器。」<hex:02100103>吉爾伽美什"
250,"聖天使阿爾蒂瑪",0,"0",0,0,1,0,0,"阿爾蒂瑪因她招牌的最強破壞魔法「究極」而得名。雖然最初的她純粹是只知道破壞的怪物，但隨著時間的流逝，人們對她的感情漸漸從恐懼轉變成了敬畏，這種感情中蘊含的力量使她逐漸誕生了自我。這一誕生自我的過程和人們通過願望召喚蠻神的機制基本一致。"
251,"阿爾菲諾&阿莉塞（紅蓮）",0,"0",0,0,1,0,0,"「但是組織人們團結起來，共同抗敵的話，我想我還是能幫上一些忙的。」<hex:02100103>「……唉，好吧。<hex:02100103>我知道我是攔不住你的，那你就自己多加小心。」阿爾菲諾·萊韋耶勒爾&阿莉塞·萊韋耶勒爾"
252,"諾克提斯·路西斯·切拉姆",0,"0",0,0,1,0,0,"「等一切都結束後，我們一起把路西斯變成一個人人平等、出身不分貴賤的國家吧！」<hex:02100103>傳說中的英雄：諾克提斯·路西斯·切拉姆"
253,"阿馬羅",0,"0",0,0,1,0,0,"在諾弗蘭特全域最為廣泛運用的騎乘用飛行獸。原本是類似卡瑪的獸類，古代隆卡帝國魔法師用魔法將其品種進行了改良。雖然此種技法已經失傳，可是偶爾還會出現繼承了古代血統表現出高度知性的個體。"
254,"惡魔兵裝",0,"0",0,0,1,0,0,"有著矮矮的胖胖的身體，在其頭上飄浮著劍的奇妙魔物。其真實身份是將魔法賦予給劍後產生的魔法生物，其本體是頭上飄浮的劍。在拿巴示艾蘭王國，曾經特別流行使用這種使魔，因此至今仍有許多無主的個體彷徨在荒野之中。"
255,"採夫婦",0,"0",0,0,1,0,0,"「他是代達羅斯公司的繼承人！<hex:02100103>專門負責研發安穆·艾蘭開礦用的塔羅斯！」<hex:02100103>游末邦市民：杜麗雅·採&采·努茲"
256,"巨人掌",0,"0",0,0,1,0,0,"主要棲息在安穆·艾蘭之類的沙漠地帶的草木綱魔物。比起一般的仙人刺還要巨大，成長時會形成許多分枝。順便一提，其果實非常甜美，可是因為內含很多種子，所以吃起來非常麻煩。"
257,"菲奧·烏兒",0,"0",0,0,1,0,0,"「所以，從現在開始我們就像大樹和樹枝一樣沒有任何隔閡了！<hex:02100103>我就是你的<hex:021A020203>『美麗的小樹枝』<hex:021A020103>，<hex:02100103>你是我的<hex:021A020203>『可愛的小樹苗』<hex:021A020103>！」<hex:02100103>美麗的小樹枝：菲奧·烏兒"
258,"魯納爾",0,"0",0,0,1,0,0,"「當然可以！<hex:02100103>瑪托雅大姐的客人就是我們的客人。」<hex:02100103>夜之民導師：魯納爾"
259,"蓋雷諾爾特",0,"0",0,0,1,0,0,"「嗚喔喔喔喔喔！<hex:02100103>製作慾望與靈感都源源不斷地湧上來了！<hex:02100103>現在的我一定能行！肯定能行！」<hex:02100103>孤高的工匠：蓋雷諾爾特"
260,"斐利亞",0,"0",0,0,1,0,0,"雷克蘭德地區的靈光衛。原本是被收監在責罰監獄的菁靈族囚犯，其四肢上的鐵鎖仿佛是在證明這一點。斐利亞這個名字的含義是「友誼之愛」，因為它襲擊了鄰里和睦的村落，並吞食了那裡的人們，所以人們給它起了這個諷刺的名字。"
261,"妖靈王緹坦妮雅",0,"0",0,0,1,0,0,"管理居住在伊爾美格妖靈們的妖靈王。過去曾經為了守護妖靈們而與靈光衛戰鬥過，並獲得勝利。可是卻受到了強烈的光之力影響，最終自身變成了靈光衛。從那以後，就一直被幽禁在夢羽城中。"
262,"艾洛斯",0,"0",0,0,1,0,0,"拉凱提卡大森林的靈光衛。讓人聯想起合成獸一樣的姿態，推測是在光之泛濫時複數的野獸被吞噬並結合在了一起。艾洛斯的含義是「情慾之愛」，這個名字主要由其無節制的繁殖行為而來。"
263,"斯托爾戈",0,"0",0,0,1,0,0,"安穆·艾蘭的靈光衛。推測可能是元精之類的妖靈綱生物食罪靈化後的產物。斯托爾戈的含義為「家庭之愛」，這個靈光衛佔據了馬利卡大井並吞食了王妃獻給已故國王的愛，或許可以說是一個再合適不過的名字。"
264,"畏懼裝甲",0,"0",0,0,1,0,0,"古格家族的矮人族們運用了所有的技術製造出的超大型自走人偶。只為了誇示自己能夠造出不輸給圖爾家族的東西，而將自走人偶一味地進行了巨大化，其最終結果就是誕生出了完全失控的機器。"
265,"萊楠",0,"0",0,0,1,0,0,"「……勝利與黑暗常伴身邊。<hex:02100103>我們絕對要救出光之巫女！」<hex:02100103>水晶都衛兵團團長：萊楠"
266,"游末邦的小丑",0,"0",0,0,1,0,0,"「游末邦歡迎你！<hex:02100103>請你在這個幸福之城盡情發揮實力！」<hex:02100103>游末邦的小丑"
267,"無瑕靈君",0,"0",0,0,1,0,0,"游末邦元首沃斯裡大王變異成的靈光衛。出生前便被植入的食罪靈因子終於覺醒，使他變成了與從前判若兩人的姿態。其力量遠遠淩駕於現存的靈光衛之上。完美無瑕，萬靈之君。"
268,"雅·修特拉（暗影）",0,"0",0,0,1,0,0,"「退？我可從來沒有臨陣脫逃的習慣。<hex:02100103>在<hex:02080DE905FF04>她<hex:FF04>他<hex:03>回來之前，我會守住這裡！」<hex:02100103>魔女瑪托雅：雅·修特拉"
269,"於里昂熱（暗影）",0,"0",0,0,1,0,0,"「無論是反抗命運還是接受命運，<hex:02100103>我們都無路可退了。」<hex:02100103>拂曉血盟：於里昂熱"
270,"蘭吉特",0,"0",0,0,1,0,0,"「不需要理由，更無需妖術，<hex:02100103>我只是贊同沃斯裡的理想。」<hex:02100103>游末邦軍將軍：蘭吉特"
271,"哈迪斯",0,"0",0,0,1,0,0,"其究竟應該被視為是無影愛梅特賽爾克的本體呢？還是因他背負了眾多古代人的心願而生出的異形呢？不管怎樣，為了達成使滅絕後的同胞重新復活這一大願，他一直在戰鬥著。"
272,"阿爾博特",0,"0",0,0,1,0,0,"「這個世界現在還不能結束。<hex:02100103>我的冒險之旅今後也會繼續走下去！」<hex:02100103>光與暗的戰士：阿爾博特"
273,"大哥布林",0,"0",0,0,1,0,0,"棲息在諾弗蘭特的獸人種族。擁有進行對話和使用簡單道具的智慧，大多數大哥布林都很粗暴且沒有倫理觀念，依靠搶奪為生。此外，「你個大哥布林養的醜八怪！！」是對矮人族最大的侮辱。"
274,"仙子豬",0,"0",0,0,1,0,0,"恩莫族創造的使魔。用優質的泥土和水捏成的小豬，通過賦予含有仙子族魔力的仙子油燈，可以使其成為能夠自主行動的魔法生物。雖然吃起來味道不錯，不過別忘記它原本是用泥土捏製而成。"
275,"鬣蜥",0,"0",0,0,1,0,0,"棲息在珂露西亞島的爬蟲類生物。能夠靈活使用長長的舌頭捕捉獵物。隨著年齡增長食慾越強，因此也會變得更加喜歡狩獵，有時甚至會一口吞下一個矮人族。"
276,"恩莫",0,"0",0,0,1,0,0,"一種住在妖靈鄉伊爾美格的妖靈。是喜歡與人類打交道的溫和種族，曾與孚布特王國有著深厚的友誼。他們有著獨特的價值觀，將公平交易視為自身的名譽，所以被稱為等價的收藏家。"
277,"水妖",0,"0",0,0,1,0,0,"一種住在妖靈鄉伊爾美格的妖靈。它們將水邊視為自己的地盤，會對接近的人進行惡作劇，因此被稱為水妖。它們惡作劇的程度就連仙子族都覺得很過分。"
278,"涼南希",0,"0",0,0,1,0,0,"一種外觀像是人類女性的可移動性植物。這些能力都是為了將森林中的獵人和伐木工引誘到自己身邊，這樣才能吸收他們生命力。有時也會用自己的歌聲引誘獵物。"
279,"漆黑導師",0,"0",0,0,1,0,0,"生活在廢棄的仙子族宮殿——宇宙宮的恩莫族隱者。一名靈魂研究者，擅長製作魔法生物。為了不讓人們靠近，他穿了一身令人懼怕的裝束，可實際上長得非常可愛。"
280,"光之巫女",0,"0",0,0,1,0,0,"「看來我的願望由你繼承了。<hex:02100103>我為你感到十分自豪。」<hex:02100103>光之巫女"
281,"古塔尼亞",0,"0",0,0,1,0,0,"出現在黑風海海底的大嘴巨獸。它的真實身份是曾經使古代文明毀滅的末日野獸之一。這是愛梅特賽爾克為了再現當時的災厄與恐怖而創造出來的嗎？其真相無人知曉。"
282,"９Ｓ",0,"0",0,0,1,0,0,"在複製工廠廢墟遇到的一身黑色裝束的少年。真實身份是仿照人類製作的自動步兵人偶，也就是人造人。他操控著機械生物，目前無法得知其真正目的。"
283,"花束籃筐",0,"0",0,0,1,0,0,"曾經孚布特王國的魔法師們為整理牧草地而創造的一種巨像。由於殘留下來的巨像周邊都變成了花田，所以仙子們對巨像進行了加工，使得它變成了會動的花籃。"
284,"奇塔利",0,"0",0,0,1,0,0,"藏身在拉凱提卡大飛流地區生活的如同老鼠的獸人。平均年齡僅為25歲，所以它們非常看重記憶的傳承。也正因為如此，在古代隆卡帝國時代，它們就作為記錄員為皇帝工作。"
285,"異豺",0,"0",0,0,1,0,0,"在光之泛濫之前的時代，侍奉於守舊派菁靈族貴族的騎士們的末路。想要使菁靈族在諾弗蘭特恢復權利的騎士們被影之王所騙，最後因魔法變成了狼一樣的姿態。"
286,"莉茲貝絲",0,"0",0,0,1,0,0,"「這裡沒有庫啵果哦！<hex:02100103>不過這裡倒是有庫啵好運道！」<hex:02100103>庫啵好運道接待員：莉茲貝絲"
287,"大腳野蝠",0,"0",0,0,1,0,0,"誤入奇坦那神影洞的巨大蝙蝠被驅逐盜墓者的機關抓住，就此被困在了神影洞中。因為被光之泛濫的無盡光燒毀了雙眼，所以聽覺變得異常發達，可以通過迴音進行定位以及操控超音波。"
288,"得到寬恕的猥褻",0,"0",0,0,1,0,0,"沃斯裡大王手下的上級食罪靈。有人說它是沃斯裡的情婦變的，也有人說是蜂箱的明星變的，不過沒人知道真相。因為人們更傾向於前者，所以稱它為得到寬恕的猥褻。"
289,"華迦斯",0,"0",0,0,1,0,0,"古代隆卡帝國的魔法師為保護神殿創造出來的傑作。雖然看起來只是個普通的石像，但如果檢測到有人想要打開封印之門，便會成為魔法生物，對入侵者發起試煉，確定入侵者的真實身份。"
290,"不明物體",0,"0",0,0,1,0,0,"完全不知道是什麼。如果在這裡進行說明的話，就代表至少知道了些東西，就算不上是不明物體了。非要說些什麼的話，那就只能說沒有比這更讓人摸不透的東西了。"
291,"紅寶石神兵",0,"0",0,0,1,0,0,"作為究極神兵的後繼機開發出來的試作型魔導兵器。除了能夠吸收蠻神外，還搭載了構造不明的「人造聖石系統」。為此，它擁有著和原型機完全不同的外觀，以及截然不同的戰鬥力。"
292,"至大災獸",0,"0",0,0,1,0,0,"於終末災難時出現，將壯麗的亞馬烏羅提變為火海的災獸之一。這些災獸之所以有著讓人們生理上產生厭惡的外觀，是因為它們是用人們的恐懼之心創造出來的。"
293,"瓦厲斯·耶·加爾烏斯",0,"0",0,0,1,0,0,"在西德的記憶中出現的登上皇位之前的瓦厲斯。雖然他當時處於統領各軍團的大將軍地位，但並沒有事實證明他與博茲雅堡壘蒸發事件有關。這只不過是對此事件有心理陰影的西德幻想出的一個幻影而已。"
294,"矮人",0,"0",0,0,1,0,0,"生活在珂露西亞島山嶽地帶的矮小種族。擅長採掘、冶煉還有釀酒。戴著頭盔生活，絕不會讓家人以外的人看到自己的臉，因其獨特的習俗而廣為人知。"
295,"艾爾·圖",0,"0",0,0,1,0,0,"「像這樣只要龍與人類繼續交流，<hex:02100103>就會不斷地締造出新的龍詩吧。」<hex:02100103>「製作」的龍族：艾爾·圖"
296,"矮人戰車",0,"0",0,0,1,0,0,"沃茨之錘的爆款產品。跨世代的設計！匠心製作，多次改良！配備自動駕駛自走人偶和超大容量後備箱！現為您推出超值優惠套餐，快來搶購吧！"
297,"盧格斯",0,"0",0,0,1,0,0,"恩莫族的隱者拜克·拉各創造的火之使魔。為了提高仙子豬的生產速度，拜克·拉各改良了仙子油燈，結果從中冒出了舞動的火焰。盧格斯似乎就是他為了保護宇宙宮，將那團火焰進行調整之後的產物。"
298,"達溫",0,"0",0,0,1,0,0,"率領第四軍團魔獸大隊的千夫長萊昂·雷姆·赫爾索斯使役的魔獸。原產於伊爾薩巴德大陸中央山脈的野生種，性情極為凶暴。萊昂在征服這頭魔獸後獲得了獸王的稱號。"
299,"阿德拉梅里克",0,"0",0,0,1,0,0,"率領第四軍團術師大隊的千夫長薩德爾·雷姆·阿爾貝雷歐使役的召喚獸。似乎是利用從達爾馬斯卡遺跡中發掘的聖石的力量召喚出來的。古代碑文中將其記載為「憤怒的靈帝」。"
300,"無影艾里迪布斯",0,"0",0,0,1,0,0,"「如果你要結束一切，<hex:02100103>那麼我也會全力反抗。」<hex:02100103>調停者：艾里迪布斯"
301,"桑克瑞德（暗影）",0,"0",0,0,1,0,0,"「你是我們的驕傲，無論我在哪裡，<hex:02100103>都會為你的幸福祈禱。」<hex:02100103>琳的家人：桑克瑞德·沃特斯"
302,"藍寶石神兵",0,"0",0,0,1,0,0,"第七軍團開發的試作型魔導兵器。雖然使用紅寶石神兵的實戰數據進行了修改，但尚未調整完畢便出擊迎敵，最終被擊敗。它之所以擁有如同深海生物一般的外形和能力，似乎是因為吸收了科爾沃海峽的海洋居民召喚的蠻神。"
303,"２Ｐ",0,"0",0,0,1,0,0,"在機械遺跡坑道遇到的一身白色裝束的女性。自稱是自動步兵人偶，也就是人造人。率領著白色人造人，似乎和黑色人造人處於敵對關係，但其言行中充滿了謎團。"
304,"光之戰士（暗影）",0,"0",0,0,1,0,0,"艾里迪布斯將想要拯救世界的純粹願望聚集於自己的靈魂之中，形成了英雄「光之戰士」的總體。其樣貌應該和在某個時代拯救了某個世界的英雄非常相似吧。亦或者他認為英雄就應該是這種形象。"
305,"藍色假面",0,"0",0,0,1,0,0,"「比蒼空還要鮮豔……比碧海還要深沉……<hex:02100103>就將今夜為你們渲染成此等青色吧。<hex:02100103>藍色假面登場！」<hex:02100103>天青鬥場人氣鬥士：藍色假面"
306,"仙子豬之母",0,"0",0,0,1,0,0,"在瑪托雅工作室燒製成的使魔。這個使魔是為了量產出能夠治療信徒的仙子豬而設計出來的。身上穿配的王冠以及奢華的衣服都是瑪托雅在捏黏土時根據自己的喜好加入的。"
307,"求道之三位一體",0,"0",0,0,1,0,0,"被鬪神天佑女王精煉後的女王之刃們。原本是同屬於翠青門的熱氣拳阿姬、豪情劍韋利博爾、慈悲為懷布拉茲三人，如今肉體已經發生變異並融合在了一起。"
308,"誓約之三位一體",0,"0",0,0,1,0,0,"被鬪神天佑女王精煉後的女王之刃們。三位一體，同時具有魔天將澤文、風花舞伊索爾德、不動羅刹斯塔尼克的特性。"
309,"啟示者",0,"0",0,0,1,0,0,"出現在鬥技場「天青鬥場」的鬥士。宣傳語是「來自地獄的邪惡青魔法師」。其真實身份是秘術師公會的魔法學研究員瓦斯特拉哈，他已經掌握了從瓦拉其族學到的青魔法。"
310,"齊格弗里德",0,"0",0,0,1,0,0,"活躍在鬥技場的明星劍鬥士，有著超高的人氣。他的戰鬥風格獨特，會利用帝國製的武器進行戰鬥，有著不凡的實力。其真實身份則是沙蠍眾菲厄蓋斯的長子，同時也是鐵燈團團長的吉恩貝爾克。"
311,"模仿師格格",0,"0",0,0,1,0,0,"在黃金港舉辦的表演活動——蒙面鬥將大會中擁有著超高的人氣，在當地被人稱為黃金頭巾。只憑一眼就能看穿對戰對手的動作以及招數的本質，並用模仿這一獨特的戰鬥技術進行戰鬥。"
312,"綠寶石神兵",0,"0",0,0,1,0,0,"第七軍團開發的試作型魔導兵器。吸收了伊爾薩巴德大陸中央山脈的山嶽民族所召喚的未知蠻神，能夠操控複數的腕狀攻擊終端。此外據說還搭載了漆黑的王狼蓋烏斯的戰鬥數據。"
313,"琳",0,"0",0,0,1,0,0,"「蓋婭，我就在這裡！<hex:02100103>就在這裡等著你！<hex:02100103>我們不是約定好了嗎？！」<hex:02100103>邁向明日之人：琳"
314,"蓋婭",0,"0",0,0,1,0,0,"「那是當然，我什麼時候忘記過約定呢？」<hex:02100103>邁向明日之人：蓋婭"
315,"伊甸之約",0,"0",0,0,1,0,0,"無影米特隆與無影阿洛格裡夫的融合體利用伊甸的屬性操控能力創造出的「永遠的理想鄉」的守護者。為了避免再次離別，基於曾經許下的約定而被創造了出來。"
316,"不死鳥",0,"0",0,0,1,0,0,"加爾提諾戰役剛結束後有人目擊到了傳說中的不死鳥。雖然靈災後遺症引起了記憶混亂，導致沒有一致的證詞，不過有一部分人主張是重生的象徵——不死鳥拯救了艾歐澤亞。"
317,"寶庫守護者",0,"0",0,0,1,0,0,"在夢羽城的迷宮內徘徊的巨大魔物。水妖族佔領了夢羽城的地下空間，並改造成了寶物庫。這個魔物有可能是被水妖族留下用來看守寶物的。不知是不是因為受到水妖族詛咒的影響，它的皮毛顏色變得十分異常。"
318,"真月巴哈姆特",0,"0",0,0,1,0,0,"終末使徒在南方大陸捕獲龍族並利用它們的祈禱，在異形之塔內召喚出的異形蠻神。但其外形十分怪異扭曲，與第七靈災時出現的龍神並不相同。 "
319,"瓦倫斯·範·瓦羅",0,"0",0,0,1,0,0,"「加油！加油！」<hex:02100103>第七軍團軍團長：瓦倫斯·範·瓦羅"
320,"真月伊弗利特",0,"0",0,0,1,0,0,"終末使徒綁架蜥蜴人族並利用他們的祈禱，在異形之塔內召喚出的異形蠻神。雖然擁有不遜於火神伊弗利特的戰鬥力，但卻無法像火神一樣精煉他人。"
321,"第四軍團謝米哈扎",0,"0",0,0,1,0,0,"第四軍團魔導僧兵大隊的異端僧兵在聖石碎片的影響下，外表變成了神似伊瓦利斯傳說中登場的告密者謝米哈扎。據記載，謝米哈扎擁有操控飄蕩在異界中的靈魂的能力。"
322,"第四軍團丘庫雷因",0,"0",0,0,1,0,0,"第四軍團魔導僧兵大隊的異端僧兵在聖石碎片的影響下，外表變成了神似伊瓦利斯傳說中登場的不淨王丘庫雷因。順便一提，有個同名的大妖異也是因這則伊瓦利斯傳說而得名，但和這個僧兵所化的丘庫雷因並沒有什麼關係。"
323,"究極戰士G型",0,"0",0,0,1,0,0,"亞拉戈帝國在進行「究極神兵開發計劃」的途中開發出了對蠻神兵器「究極戰士」。加隆德煉鐵廠以「究極戰士」為基礎，將其改修後製作出了究極戰士G型。在維爾利特強襲作戰中，解放者乘坐這架機體打敗了藍寶石神兵。"
324,"鑽石神兵",0,"0",0,0,1,0,0,"第七軍團開發的試驗型魔導兵器。鑽石神兵是神兵計劃中最初也是最完美的機體，它統括其他3架神兵的數據，搭載了名為「超負荷思維繫統」的新型控制系統。 "
325,"迪亞布羅魔兵",0,"0",0,0,1,0,0,"梅內紐斯率領的聖遺物搜尋隊在扎杜諾爾高原挖掘出來的遺物。看起來像是古代亞拉戈帝國從虛無界中召喚出高位貴族級大妖異後，再將其進行了魔科學改造。據推測很可能是當時用來作為攻略南方大陸時的殺手鐧而開發出的兵器。"
326,"２Ｂ",0,"0",0,0,1,0,0,"自稱是「寄葉機體二號B型」的人造人。其外表與2P十分相似，不過卻穿著黑色的裝束並與白色人造人和機械生物處於敵對關係。與同為黑色人造人的9S關係密切。"
